#名前,職,index,タイプ,名称,系統,条件,サブ条件,条件備考,効果,サブ効果,効果備考,対象,サブ対象,対象備考,備考,武器名
,,,c,大人のバカンス,buff_self,any,,,aup,,,self,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
ミユキ,A,178,1,雪女の休日,element,attack,,,ice,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,attack,,,freeze,,,enemy,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,2,夏に煌めく風花,heal,wave_start,,,heal_all,,,all,,,,
,,,,,buff_all,wave_start,,,acup_m,,,all,,,,
,,,p,,buff_self,with_f,,,aup,,,self,,,,
,,,c,夏の道しるべ,add_debuff,attack,,,freeze,,,enemy,,,,
モルガン,K,181,1,挫けぬ信念,buff_self,attack,,,delayoff,,,self,,,,
,,,,,buff_self,in_enemy_area,,,adcup,,,self,,,,
,,,,,heal,use_mana,,,heal_self,,,self,,,,
,,,2,至宝と共に,buff_jobs,any,,,adsup,,,job_ka,,,,
,,,,,buff_weapons,any,,,cup,,,weapon_gush,,,,
,,,p,,buff_self,with_a,,,aup,,,self,,,,
,,,c,女海賊の航海,buff_self,any,,,aup,,,self,,,,
,,,,,resource,battle_start,,,treasure,,,resource,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス8/31,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ロロ,F,341,1,焔の英雄,buff_self,any,,,ascup,,,self,,,,
,,,,,element,attack,,,fire,,,self,,,,
,,,,,buff_self,in_combo,,,adup_m,,,self,,,,
,,,,,buff_self,wave_start,,,dup,,,self,,,,
,,,2,火妖精の先導者,buff_group,any,,,adcup,,,group_mountain,,,,
,,,,,buff_self,in_front,,,asrup,,,self,,,,
,,,,,heal,in_front,,,heal_cycle,,,self,,,,
,,,p,,buff_jobs,any,,,adup,,,job_f,,,,
,,,c,焔の籠手,buff_self,any,,,adup,,,self,,,,
,,,,,buff_self,any,,,guard_fire,,,self,,,,
ヴィドック,A,179,1,虚像の暗殺術,buff_self,any,,,srup,,,self,,,,
,,,,,buff_self,after_move,,,acup_m,,,self,,,,
,,,2,新暗殺ギルド長,buff_self,with_f,,2名以上,acup,,,self,,,,
,,,,,add_debuff,attack,,必殺技で必ず発動,atkspeeddown,,,enemy,,,,
,,,p,,buff_group,any,,,aup,,,group_guildtown,,,,
,,,c,暗殺指導,buff_self,any,,,srup,,,self,,,,
クズノハ,P,106,1,絆の式神使い,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_self,any,,,areashift,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,呪縛の式神,against_debuff,any,,,guard_curse,,,self,,,,
,,,,,add_debuff,add_curse,,,defspeeddown,,,enemy,,,,
,,,,,counter,any,with_span,,reflect_arrow,,,enemy,,,,
,,,p,,buff_group,any,,,dup,,,group_volcano,,,,
,,,c,治療の式神,against_debuff,any,,,guard_curse,,,self,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
ビエンタ,M,237,1,絆の英雄・千河,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,in_rear,,1名以上,asup,,,self,,,,
,,,,,buff_self,in_rear,,2名以上,acrup,,,self,,,,
,,,2,千河の司令塔,mana,wave_start,,,slot_slow,,,resource,,,,
,,,,,buff_jobs,any,,,adrup,,,job_f,,,,
,,,,,buff_jobs,any,,,adcup,,,job_k,,,,
,,,,,buff_jobs,any,,,adsup,,,job_apm,,,,
,,,p,,buff_group,any,,,aup,,,group_forest,,,,
,,,c,司令官の前線指揮,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# 大海3周年,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
メリチェル,K,182,1,優秀な航海士,mana,wave_start,,,slot_slow,,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_self,mana_droped,mana_ka,,dsup_m,,,self,,,,
,,,2,嵐の航海,buff_self,in_front,,1名以上,adup,,,self,,,,
,,,,,buff_self,in_front,,2名以上,cup,,,self,,,,
,,,,,add_debuff,critical,,,shield_break,,,enemy,,,,
,,,p,,buff_self,with_a,,,aup,,,self,,,,
,,,c,天候予測,mana,wave_start,,,mana_boost,,,resource,,,,
シャーロット,A,180,1,進む力,buff_self,hp_upto,,HP80%以上,asup,,,self,,,,
,,,,,buff_self,hp_upto,,HP90%以上,acup,,,self,,,,
,,,,,buff_self,hp_full,,,arup,,,self,,,,
,,,2,冒険者たれ,buff_self,wave_start,hp_upto,HP90%以上,sup,,,self,,,,
,,,,,buff_self,wave_start,hp_upto,HP100%以上,aup,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,p,,buff_jobs,any,,,aup,,,job_a,,,,
,,,c,冒険心,buff_self,hp_upto,,,aup,,,self,,,,
デューク,A,181,1,大海の大船長,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,,,buff_self,in_chain,,,mana_cost_down,,2Chainで-2,self,,,,
,,,2,大船長の号令,buff_self,in_combo,,,asup_m,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
,,,,,buff_all,boss_wave,,,crup,,,all,,,,
,,,p,,buff_group,any,,,adup,,,group_dawnsea,,,,
,,,c,冷徹な銃弾,buff_self,shoot,,,aup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,,,,,,,,,,,,,,
# 魔神ミズクン戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ジンラン,F,342,1,清澄の力,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,link,,2名以上,aup,,,self,,,,
,,,,,heal,link,,2名以上,absorb,,,self,,,,
,,,2,女神の先輩として,buff_self,boss_wave,,,acup,,,self,,,,
,,,,,buff_all,boss_wave,,,asup,,,all,,,,
,,,p,,buff_weapons,any,,,aup,,,weapon_pi,,,,
,,,c,祝福の女神,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
ミズクン,K,183,1,破邪の力,buff_self,has_mana,mana_fk,,adup,,,self,,,,
,,,,,counter,guard,,,reflect_arrow,,,enemy,,,,
,,,2,素直な気持ち,mana,wave_start,,,composite,mana_fk,,resource,,,,
,,,,,buff_jobs,with_fk,include_self,3名以上,adscup,,,job_fk,,,,
,,,p,,buff_self,with_f,,,aup,,,self,,,,
,,,c,破邪の防壁,buff_self,any,,,dup,,,self,,,,
,,,,,buff_self,any,,,guardup,,,self,,,,
,,,,,,,,,,,,,,,,
# 絆の大出撃,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ラティ,P,107,1,懇篤の治癒,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_self,any,,,areashift,,,self,,,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,2,純白の慈愛,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,buff_all,own_skill,,,super_gauge_gain,,,all,,,,
,,,p,,buff_jobs,any,,,aup,,,job_f,,,,
,,,c,優しいぬくもり,buff_all,in_sub,,,aup,,,all,,,,
,,,,,,,,,,,,,,,,
# 5章・エシャル編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ファラ,F,343,1,女王陛下の副官,buff_self,hp_upto,,,adup,,,self,,,,
,,,,,heal,attack,boost_on_critical,,absorb,,,self,,,,
,,,2,副官の作戦指揮,buff_group,any,,,adup,,,group_oasis,,,,
,,,,,buff_group,any,,,add_shield_break,,,group_oasis,job_f,,,
,,,,,buff_group,any,,,cup,,,group_oasis,job_a,,,
,,,p,,buff_self,with_oasis,,,acup,,,self,,,,
,,,c,女王陛下の為に,buff_self,any,,,adup,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
ジブリール,P,108,1,継承せし神話の舞,against_debuff,any,,,guard_seal,,,self,,,,
,,,,,cure_debuff,wave_start,,,cure_seal,,,all,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
,,,2,外の世界に触れて,buff_self,with_f,,,healup,,,self,,,,
,,,,,buff_all,mana_droped,,,dsup_m,,,all,,,,
,,,,,buff_all,mana_droped,mana_p,,adsup_m,,,all,,,,
,,,,,buff_self,has_mana,,,dsup,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_oasis,,,,
,,,c,神秘の舞,buff_self,any,,,healup,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス9/30,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
キョウカ,F,344,1,我慢の限界,buff_self,any,,,dsup,,,self,,,,
,,,,,killer,vs_ogre,,,adup,,,self,,,,
,,,2,鬼嫁の重い愛情,buff_all,in_sub,,,adup,,,all,,,,
,,,,,buff_jobs,in_sub,,,acup,,,job_f,,,,
,,,,,buff_self,from_sub,,,adcrup_m,,,self,,,,
,,,p,,buff_self,with_f,,,aup,,,self,,,,
,,,c,料理上手な嫁,buff_self,any,,,rup,,,self,,,,
,,,,,killer,vs_ogre,,,adup,,,self,,,,
レミラ,K,184,1,聖供騎士団食糧支援,heal,wave_start,,,heal_jobs,,,job_k,,,,
,,,,,buff_jobs,wave_start,,,adup_m,,,job_k,,,,
,,,2,騎士として料理人として,mana,wave_span,,3・5WAVE,mana_drop,mana_k,,resource,,,,
,,,,,buff_self,after_move,,,adscup_m,,,self,,,,
,,,p,,buff_self,with_k,,,aup,,,self,,,,
,,,c,幸福の食事,buff_self,any,,,cup,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
ムジカ,A,182,1,絆の英雄・歌姫,mana,battle_start,,,mana_charge,compressed_mana_a,,resource,,,,
,,,,,heal,super_gauge_max,,,heal_all,,,all,,,,
,,,,,buff_all,super_gauge_max,,,adsrup_m,,,all,,,,
,,,,,heal,mana_droped,,,heal_all,,,all,,,,
,,,2,魂の旋律,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,has_mana,,,ascrup,,,self,,,,
,,,,,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,p,,buff_group,any,,,adsup,,,group_oasis,,,,
,,,c,魂の音,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,asup,,,self,,,,
ベラ,M,238,1,妖艶なる吸血鬼,buff_self,hp_upto,,,acup,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
,,,2,月夜に靡く赫き美女,field,in_night,,,adup,,,self,,,,
,,,,,field,in_night,,,adsup,,,all,,,,
,,,p,,buff_jobs,any,,,aup,,,job_m,,,,
,,,c,吸血衝動,heal,attack,,,absorb,,,self,,,,
,,,,,field,in_night,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
# 絆の軌跡・ケ者の大陸編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ポレレス,F,345,1,瑕疵を突く両舌,buff_self,any,,,asup,,,self,,,,
,,,,,buff_self,in_enemy_area,,奥にいくほど効果上昇,adup,,,self,,,,
,,,,,heal,wave_start,,,heal_self,,,self,,,,
,,,2,反撃の達士,counter,random,,,counterattack,,,enemy,,,,
,,,,,add_debuff,counter,,,slow,,,enemy,,,,
,,,,,add_debuff,add_slow,,,atkspeeddown,,,enemy,,,,
,,,p,,buff_jobs,any,,,dup,,,job_f,,,,
,,,c,狐尾族の加護,heal,any,,,heal_cycle,,,self,,,,
,,,,,,,,,,,,,,,,
# ソード・オラトリアコラボ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
アイズ・ヴァレンシュタイン,K,185,1,風を纏う戦姫,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_weaken,,,self,,,,
,,,,,against_debuff,any,,,guard_down,,,self,,,,
,,,,,against_debuff,any,,,guard_seal,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,buff_self,in_combo,,,adsup_m,,,self,,,,
,,,2,偉業を成し遂げた者,buff_self,any,,,cup,,,self,,,,
,,,,,buff_all,boss_wave,,,acup,,,all,,,,
,,,p,,buff_self,with_k,,,aup,,,self,,,,
,,,c,更なる高みを目指す者,buff_self,boss_wave,,,adup,,,self,,,,
フィン・ディムナ,K,186,1,小人族の勇者,buff_self,in_front,,,adup,,,self,,,,
,,,,,counter,guard,,,counterattack,,,enemy,,,,
,,,2,指揮戦声,buff_weapons,any,,,adsup,,,weapon_slpi,,,,
,,,,,buff_weapons,any,,,adcup,,,weapon_ma,,,,
,,,p,,buff_self,with_k,,,aup,,,self,,,,
,,,c,勇気となる行動,buff_self,any,,,adup,,,self,,,,
リヴェリア・リヨス・アールヴ,M,239,1,王族の魔導師,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,hp_upto,,,ascup,,,self,,,,
,,,2,妖精王唱,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,waiting,,,aup,,,self,,,,
,,,p,,buff_jobs,any,,,aup,,,job_m,,,,
,,,c,王族の詠唱,pierce,shoot,,,pierce,,,enemy,,,,
レフィーヤ・ウィリディス,M,240,1,憧憬を抱く少女,buff_self,any,,,aup,,,self,,,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,2,妖精追奏,buff_self,has_mana,mana_m,,ascup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,p,,buff_self,with_sl,,,aup,,,self,,,,
,,,c,憧憬に手を伸ばす者,buff_self,shoot,,,aup,,,self,,,,
ティオネ・ヒリュテ,F,346,1,団長への想い,buff_self,with_k,,,aup,,,self,,,,
,,,,,add_debuff,attack,,,down,,,enemy,,,,
,,,2,大反攻,buff_self,hp_downto,,,adcup,,,self,,,,
,,,c,一途な恋心,for_debuff,for_down,,,aup,,,self,,,,
ティオナ・ヒリュテ,F,347,1,好きだった英雄譚,buff_self,any,,,crup,,,self,,,,
,,,2,大熱闘,buff_self,hp_downto,,,adsup,,,self,,,,
,,,c,童話好き,buff_self,any,,,cup,,,self,,,,
ベート・ローガ,F,348,1,好戦的な狼人,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,buff_self,boss_wave,,,adup,,,self,,,,
,,,2,双狼追駆,buff_self,after_move,,,asup_m,,,self,,,,
,,,c,月夜の狼人,field,in_night,,,adup,,,self,,,,
フィルヴィス・シャリア,M,241,1,魔法剣士,buff_self,any,,,adsup,,,self,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,2,友への助力,buff_all,in_sub,,,adup,,,all,,,,
,,,c,並行詠唱の指導,buff_self,any,,,asup,,,self,,,,
,,,,,,,,,,,,,,,,
# 絆の軌跡・罪の大陸編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ヴィンス,A,183,1,快楽を求める殺人鬼,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,add_debuff,attack,,,slow,,,enemy,,,,
,,,2,残酷非道の殺戮,for_debuff,for_poison,,,adup,,,self,,,,
,,,,,for_debuff,for_slow,,,adup,,,self,,,,
,,,,,for_debuff,for_blind,,,adup,,,self,,,,
,,,,,buff_self,members_debuff,,毒/スロウ/暗闇,adsup,,,self,,,,
,,,p,,buff_self,with_criminal,,,aup,,,self,,,,
,,,c,殺人の凶器,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# ハロウィン2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
チャプリン,F,349,1,カボチャのおうさま,buff_self,any,,,adup,,,self,,,,
,,,,,buff_self,hp_downto,,,crup,,,self,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,2,おうさまの号令,add_debuff,critical,,,tumble,,,enemy,,,,
,,,,,buff_weapons,any,,,adup,,,weapon_bl,,,,
,,,p,,buff_self,with_bl,,,aup,,,self,,,,
,,,c,おうさまの世直し,buff_self,hp_downto,,,aup,,,self,,,,
パンプキンズ,F,350,1,カボチャのけらい,buff_self,with_bl,,,adup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,heal,link,,2名以上,heal_self,,,self,,,,
テルー,M,242,1,せんぱいおばけ,buff_self,has_mana,mana_m,,adup,,,self,,,,
,,,,,buff_self,in_move,,,invisible,,,self,,,,
,,,,,resource,battle_end,,,expup,,,resource,,,,
,,,2,たいせつなともだち,mana,wave_start,boost_on_field,夜間,mana_boost,,,resource,,,,
,,,,,field,in_night,,,asup,,,self,,,,
,,,,,field,in_night,,,adcup,,,all,,,,
,,,p,,buff_self,with_m,,,aup,,,self,,,,
,,,c,よるのおばけ,field,in_night,,,adup,,,self,,,,
ウィスプー,M,243,1,こうはいおばけ,element,attack,,,fire,,,self,,,,
,,,,,counter,any,with_span,,reflect_magic,,,enemy,,,,
,,,,,field,in_night,,,adsup,,,self,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス10/30,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ユギギ,F,351,1,黒きケ者の守護者,buff_self,in_front,,1名以上,adsup,,,self,,,,
,,,,,buff_self,in_front,,2名以上,acrup,,,self,,,,
,,,,,buff_self,link,,,rup,,,self,,,,
,,,,,heal,link,,,absorb,,,self,,,,
,,,2,甦る漆黒の刃爪,buff_self,hp_downto,,HP80%以下と60%以下の二段階,aup_m,defdown_self,,self,,,,
,,,,,buff_self,own_skill,boost_with_enemys,,adup_m,,,self,,,,
,,,p,,buff_self,with_m,,,adcup,,,self,,,,
,,,c,破壊衝動の制御,buff_self,any,,,crup,,,self,,,,
スティッチア,K,187,1,美針の一閃,buff_self,any,,,cup,,,self,,,,
,,,,,buff_self,in_combo,,,aup_m,,,self,,,,
,,,,,add_debuff,attack,in_combo,,slow,,,enemy,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,2,旅の裁縫屋,buff_weapons,any,,,adsup,,,weapon_pi,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_ar,,,,
,,,p,,buff_self,with_pi,,,aup,,,self,,,,
,,,c,幸せを縫う針,field,in_town,,,adup,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
エリシャ,P,109,1,心の痛みを知る者,buff_self,any,,,healup,,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,,,buff_self,with_f,,,areaup,,,self,,,,
,,,,,buff_self,with_a,,,healup,,,self,,,,
,,,2,正しき道を往く贖い,mana,wave_span,,2WAVEごとに2回,mana_drop,mana_p,,resource,,,,
,,,,,buff_all,wave_start,,,adcup,,,all,,,,
,,,p,,buff_group,any,,,dup,,,group_criminal,,,,
,,,c,神への信仰,buff_self,any,,,healup,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
ヴェルナー,M,244,1,絆の英雄・爆炎,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,element,attack,,,fire,,,self,,,,
,,,,,buff_self,any,,,aup,,,self,,,,
,,,,,add_debuff,attack,,,down,,,enemy,,,,
,,,2,焔の戦闘狂,buff_self,in_attacking,,,adsup_m,,,self,,,,
,,,,,buff_self,any,,,cup_m,,,self,,,,
,,,,,buff_all,boss_wave,,,acrup,,,all,,,,
,,,p,,buff_self,with_academy,,,asrup,,,self,,,,
,,,c,紅蓮の刻印,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,add_debuff,attack,,,down,,,enemy,,,,
,,,,,,,,,,,,,,,,
# 絆の軌跡・鉄煙編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ミカエラ,K,188,1,無人戦闘機部隊,buff_self,any,,,guardup,,,self,,,,
,,,,,buff_jobs,with_ka,include_self,3名以上,adup,,,job_ka,,,,
,,,2,クラッベエンジン,buff_self,scrap_charged,,,dup,,,self,,,,
,,,,,buff_self,use_mana,,2個,dup_m,,,self,,,,
,,,,,heal,use_mana,,2個,heal_self,,,self,,,,
,,,p,,buff_group,any,,,dup,,,group_machine,,,,
,,,c,クラッベガード,buff_self,any,,,dup,,,self,,,,
エアステ,A,184,1,マナコンバーター,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,scrap_charged,,,aup,,,self,,,,
,,,,,mana,wave_start,,,recycle_scrap,mana_k,,resource,,,,
,,,,,buff_self,in_combo,,,aup_m,,,self,,,,
,,,,,,,,,,,,,,,,
# 大狩猟戦・罪の大陸編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ヴァリー,F,352,1,世界と向き合う拳,buff_self,in_enemy_area,,,adcup,,,self,,,,
,,,,,buff_group,any,,,aup,,,group_criminal,,,,
,,,2,ストロングバトル,buff_self,members_debuff,,毒/スロウ/暗闇,adsup,,,self,,,,
,,,,,heal,members_debuff,,毒/スロウ/暗闇,heal_cycle,,,self,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,buff_self,dropout_self,,,aup_m,,,self,,,,
,,,p,,buff_self,with_f,,,aup,,,self,,,,
,,,c,罪の手枷,buff_self,any,,,cup,,,self,,,,
,,,,,in_debuff,in_poison,,,aup,,,self,,,,
,,,,,in_debuff,in_slow,,,aup,,,self,,,,
,,,,,in_debuff,in_blind,,,aup,,,self,,,,
ゾーイ,F,353,1,未来を切り拓く双剣,buff_self,any,,,asup,,,self,,,,
,,,,,add_debuff,attack,,,slow,,,enemy,,,,
,,,,,heal,attack,boost_on_skill,,absorb,,,self,,,,
,,,2,キル・ザ・キル,buff_self,kill_debuff,,毒/スロウ/暗闇/ダウン,asup,,,self,,,,
,,,,,buff_self,own_skill,boost_with_enemys,,adup_m,,,self,,,,
,,,p,,buff_self,with_p,,,aup,,,self,,,,
,,,c,斬るキラリン,buff_self,any,,,sup,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
アデライド,A,185,1,監獄の拷問官,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,attack,,,poison,,,enemy,,,,
,,,,,buff_jobs,wave_start,,,adup_m,,,job_f,,,,
,,,2,拷問の愉悦,buff_all,in_sub,,,adup,,,all,boost_for_union,罪の大陸,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,p,,buff_self,with_criminal,,,aup,,,self,,,,
,,,c,拷問新書,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,,,,,,,,,,,,
# 絆の軌跡・薄命編,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ヌイ,M,245,1,幼き略奪,mana,kill,boost_on_critical,,mana_drop,,,resource,,,,
,,,,,buff_self,mana_droped,,,adsup_m,,,self,,,,
,,,2,おてんば少女,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
,,,p,,buff_self,with_m,,,adup,,,self,,,,
,,,c,楽天な思考,buff_self,any,,,asup,,,self,,,,
,,,,,,,,,,,,,,,,
# 3部1周年記念,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ベニガサ,F,354,1,修羅の剣技,buff_self,any,,,asup,,,self,,,,
,,,,,add_debuff,critical,,,tumble,,,enemy,,,,
,,,2,旅の道連れ,buff_weapons,any,,,adup,,,weapon_sl,,,,
,,,,,buff_weapons,any,,,asup,,,weapon_pu,,,,
,,,,,buff_weapons,with_slpu,include_self,3名以上,acup,,,weapon_slpu,,,,
,,,p,,buff_self,with_f,,,adup,,,self,,,,
,,,c,修羅の一太刀,buff_self,any,,,cup,,,self,,,,
,,,g1,潜在能力解放,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,g2,勇気の絆・修羅,buff_group,any,,,aup,,,group_volcano,,,,
,,,,,buff_group,any,,,add_down,,,group_volcano,,,,
ドゥルダナ,A,186,1,真砂の虎,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,any,,,sup,,,self,,,,
,,,,,buff_self,in_enemy_area,,,acup,,,self,,,,
,,,,,buff_self,in_base_area,,,aup,,,self,,,,
,,,,,heal,in_base_area,,,heal_cycle,,,self,,,,
,,,2,砂の薔薇の団長,buff_weapons,any,,,acup,,,weapon_pu,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_argu,,,,
,,,,,buff_jobs,with_fa,include_self,3名以上,adsup,,,job_fa,,,,
,,,p,,buff_self,with_a,,,adup,,,self,,,,
,,,c,眠れる虎,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,g1,潜在能力解放,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,g2,勇気の絆・真砂,buff_group,any,,,aup,,,group_oasis,,,,
,,,,,buff_group,any,,,add_slow,,,group_oasis,,,,
,,,,,,,,,,,,,,,,
# ちびキャラフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
へりおす,F,355,1,ゆうしゃのせいしん,buff_self,any,,,adup,,,self,,,,
,,,,,killer,vs_white,,,adup,,,self,,,,
,,,,,buff_self,waiting,,,aup,,,self,,,,
,,,2,ちいさなちから＜へりおす＞,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_group,wave_start,,,asup_m,,,group_guildtown,random,,,
,,,p,,buff_self,with_p,,,adup,,,self,,,,
,,,c,あしたのきぼう,heal,any,,,heal_cycle,,,self,,,,
えしゃる,F,356,1,いちりんのばら,buff_self,mana_empty,,,skill_once,,,self,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,,,buff_self,after_move,,,adscup_m,,,self,,,,
,,,2,ちいさなちから＜えしゃる＞,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_group,wave_start,,,asup_m,,,group_oasis,random,,,
,,,p,,buff_self,with_a,,,aup,,,self,,,,
,,,c,きぼうのばら,buff_self,any,,,adup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
あまつ,F,357,1,ききせまるけんぎ,buff_self,any,,,crup,,,self,,,,
,,,,,buff_self,in_awakening,,,adsup,,,self,,,,
,,,2,ちいさなちから＜あまつ＞,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_group,wave_start,,,asup_m,,,group_volcano,random,,,
,,,p,,buff_self,with_m,,,adup,,,self,,,,
,,,c,かくせいのけん,buff_self,any,,,asup,,,self,,,,
せれすて,K,189,1,ふしぎなきんぞく,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_weaken,,,self,,,,
,,,,,against_debuff,any,,,guard_seal,,,self,,,,
,,,,,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
