#名前,職,index,キャラタイプ,リンクコード,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,Wiki名
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス1/31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヴォルグ,F,300,first,,戦陣の豪傑,5,20,4,Sl,event,legend,石田 彰,萩谷薫,guildtown,Warrior,7900,7500,9900,9500,
リーニャ,A,160,first,,恩寵の射手,5,20,4,Ar,event,legend,内田 真礼,ネム,forest,Archer,7400,4600,9400,6600,
マリナ,P,95,first,,篤実の癒し手,5,20,4,He,event,legend,佐倉 綾音,クロサワテツ,guildtown,Healer,8600,5400,10600,7400,
アイリ,M,215,first,,闇ヲ纏イシ呪術師,5,20,4,Ma,event,legend,内田 真礼,クロサワテツ,volcano,Magician,7600,4400,9600,6400,
,,,,,,,,,,,,,,,,,,,,
# ファーブラ・デ・チョコラーテ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
レミラ,F,301,first,,ほんのりビターな贈り物,5,20,4,Bl,event,festival,内田 彩,NPA,holytown,Presenter,7300,7600,9300,9600,
ユニ,F,302,first,,ほんのりスイートな贈り物,5,20,4,Sl,event,festival,小岩井 ことり,NPA,academy,Presenter,7750,7150,9750,9150,
モナミ,A,161,first,,愛の聖人の継承者,5,24,4,Gu,event,score,水瀬 いのり,オギノ,holytown,Preacher,8700,5700,10700,7700,
,,,,,,,,,,,,,,,,,,,,
# アニメ連動・3回目,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ケマミレ,F,303,first,,アラムの小さな相棒,3,10,2,Sl,collaboration,haecceitas,三上 枝織,チェンクロ・フィルムパートナーズ,others,Unknown,4400,3900,6000,5500,
,,,,,,,,,,,,,,,,,,,,
# このすばコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ダクネス,K,165,collaboration,,勇敢なる女騎士,5,20,4,Sl,collaboration,konosuba,茅野 愛衣,三嶋くろね,others,Crusader,7000,7900,9000,9900,
アクア,P,96,collaboration,,駄女神,5,20,4,Pu,collaboration,konosuba,雨宮 天,三嶋くろね,others,ArcPriest,5200,4600,9400,7000,
アクア,P,97,collaboration,,水を司る女神,5,20,4,He,collaboration,konosuba,雨宮 天,三嶋くろね,others,ArcPriest,7500,5200,9500,7200,
めぐみん,M,216,collaboration,,紅魔族随一の魔法の使い手,5,20,4,Ma,collaboration,konosuba,高橋 李依,三嶋くろね,others,ArcWizard,7890,4020,9890,6020,
,,,,,,,,,,,,,,,,,,,,
カズマ,F,304,collaboration,,異世界転生した冒険者,4,15,3,Sl,collaboration,konosuba,福島 潤,三嶋くろね,others,Adventurer,5600,5600,7400,7400,
ウィズ,M,217,collaboration,,魔王軍のなんちゃって幹部,4,15,3,Ma,collaboration,konosuba,堀江 由衣,三嶋くろね,others,ArcWizard,5800,3500,7600,5300,
ゆんゆん,M,218,collaboration,,紅魔族族長の娘,4,15,3,Ma,collaboration,konosuba,豊崎 愛生,三嶋くろね,others,ArcWizard,5500,4000,7300,5800,
,,,,,,,,,,,,,,,,,,,,
ドロッセル,A,162,first,,横取り海賊,5,19,4,Sh,random,ring,内田 彩,竜徹,dawnsea,Pirate,7700,3600,9700,5600,
,,,,,,,,,,,,,,,,,,,,
# ストーリー追加2/21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
レイリー,M,219,third,,一ツ星教授“凍結の左腕”,5,18,4,Ma,third,academy3,内田 彩,天野英,academy,Professor,6800,4000,8800,6000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス2/28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ペイシェ,F,305,first,,海原駆ける魚の使い,5,20,4,Pu,event,legend,花澤 香菜,富岡二郎（RED FS）,forest,Captain,8300,7500,10300,9500,
ムスタファ,F,306,first,,砂漠の首魁,5,20,4,Sl,event,legend,柳田 淳一,兎鷺,oasis,Thief,7450,7750,9450,9750,
ルアンナ,K,166,first,,“清廉の泉”騎士団団長代行,5,20,4,Sl,event,legend,佐倉 綾音,サブロー,holytown,Knight,7250,7750,9250,9750,
シューレ,M,220,first,,特選スイーツ魔法戦士,5,20,4,Sl,event,legend,三上 枝織,あっきー人,academy,RuneFencer,7350,6250,9350,8250,
,,,,,,,,,,,,,,,,,,,,
# ホワイトデー2017,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
セシル,A,163,third,,嘲う罠,5,18,4,Ar,third,guildtown3,緑川 光,NPA,guildtown,Archer,7350,3550,9350,5550,
,,,,,,,,,,,,,,,,,,,,
# 魔神総力戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エイレヌス,M,221,demon,,黒き破壊の魔神,5,19,4,Ma,collaboration,haecceitas,沼倉 愛美,チェンクロフィルムパートナーズ／鈴木政彦,demon,Demon,7100,3800,9100,5800,
,,,,,,,,,,,,,,,,,,,,
# 3章・セレステ編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エバノ,A,164,third,,堅牢な黒の樹人,5,18,4,Ar,third,forest3,大橋 彩香,NPA,forest,Archer,6500,3800,8500,5800,
,,,,,,,,,,,,,,,,,,,,
# 魔神ファルズフ戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ズヴィアド,F,307,first,,穢れなき血統,5,20,4,Sl,event,festival,豊永 利行,三杜シノヴ（ニトロプラス）,others,BloodRoyal,7550,7450,9550,9450,
ナフヴァム,A,165,first,,魔神候補者,5,20,4,Ar,event,festival,東山 奈央,三杜シノヴ（ニトロプラス）,others,BloodRoyal,7600,4100,9600,6100,
ファルズフ,F,308,demon,,不義の魔神,5,24,4,Sl,event,demon,山下 大輝,三杜シノヴ（ニトロプラス）,demon,Demon,7400,6400,12200,9200,
,,,,,,,,,,,,,,,,,,,,
# 3章・アリーチェ編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エリス,F,309,third,,制御不能の天才鍛冶師,5,18,4,Sl,third,academy3,三上 枝織,萩谷薫,academy,Smith,6800,7150,8800,9150,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス3/29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ミシマ,F,310,first,,海原を往く第十領主,5,20,4,Sl,event,legend,緑川 光,lack,volcano,MasterFencer,7600,7600,9600,9600,
パーシェル,K,167,first,,静謐を誓願する枢機の聖騎士,5,20,4,Sl,event,legend,佐倉 綾音,タイキ,holytown,Paladin,7150,7850,9150,9850,
ファルリン,A,166,first,,新たなる詩を紡ぐ者,5,20,4,Ar,event,legend,佐倉 綾音,moc,oasis,Minstrel,7300,4500,9300,6500,
フィリアナ,M,222,first,,三ツ星教授,5,20,4,Ma,event,legend,佐倉 綾音,HACCAN,academy,Professor,8020,4510,10020,6510,
,,,,,,,,,,,,,,,,,,,,
# エイプリルフール2017,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
おじさん,F,311,first,,とある市民,1,2,1,Sl,event,other,石田 彰,山崎太郎,others,Man,1500,1500,2700,2700,
少年,A,167,first,,とある市民,1,2,1,Ar,event,other,内田 真礼,山崎太郎,others,Boy,1400,950,2600,2150,
おばさん,P,98,first,,とある市民,1,2,1,He,event,other,内田 真礼,山崎太郎,others,Woman,1600,1250,2800,2450,
,,,,,,,,,,,,,,,,,,,,
# 進撃の巨人コラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エレン・イェーガー,F,312,collaboration,,自由の翼,5,20,4,Sl,collaboration,titan,梶 裕貴,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,7500,7000,9500,9000,
リヴァイ,F,313,collaboration,,人類最強の兵士,5,20,4,Sl,collaboration,titan,神谷 浩史,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,7900,7500,9900,9500,
ミカサ・アッカーマン,F,314,collaboration,,東洋の一族の末裔,5,20,4,Sl,collaboration,titan,石川 由依,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,5500,5200,9300,9000,
アルミン・アルレルト,F,315,collaboration,,調査兵団の参謀,4,15,3,Sl,collaboration,titan,井上 麻里奈,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,5400,5000,7200,6800,
サシャ・ブラウス,A,168,collaboration,,調査兵団の食いしん坊,4,15,3,Ar,collaboration,titan,小林 ゆう,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,5600,4200,7400,6000,
クリスタ・レンズ,P,99,collaboration,,調査兵団の女神,4,15,3,Sl,collaboration,titan,三上 枝織,諌山創/「進撃の巨人」製作委員会,others,TheSurveyCorps,5100,4000,6900,5800,
,,,,,,,,,,,,,,,,,,,,
# 3章・ヘリオス編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フローリア,K,168,third,,聖騎士団長“聖楽の指揮者”,5,18,4,Pi,third,guildtown3,東山 奈央,萩谷薫,holytown,Paladin,7200,7400,9200,9400,
エレッタ,K,169,third,,聖歌の偶像,4,15,3,Pi,third,guildtown3,井上 喜久子,富岡二郎（RED FS）,holytown,Paladin,5600,6400,7400,8200,
クニアリ,M,223,demon,,想火連天ノ天魔,5,40,8,Ma,event,whirlpool,井上 喜久子,煎茶,demon,unknown,10000,7000,20000,15000,
,,,,,,,,,,,,,,,,,,,,
# 魔神エイルニルス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
サナオーリア,K,170,first,,大地の申し子,5,20,4,Pi,event,festival,井上 喜久子,シルバー,forest,Knight,7200,7800,9200,9800,
エイルニルス,A,169,demon,,果実の魔神,5,24,4,Gu,event,demon,野川 さくら,Nidy-2D-,demon,Demon,7300,4300,10900,7500,
,,,,,,,,,,,,,,,,,,,,
# 3章・エシャル編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ラール,F,316,third,,陽気に光る紅緋星,5,18,4,Sl,third,oasis3,東山 奈央,萩谷薫,oasis,Thief,7300,6800,9300,8800,
ニール,P,100,third,,爽涼に光る碧水星,5,18,4,He,third,oasis3,東山 奈央,萩谷薫,oasis,Thief,7300,4500,9300,6500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス4/30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
イブキ,F,317,first,,暁を覚えぬ剣士,5,20,4,Sl,event,legend,内田 真礼,クロサワテツ,volcano,Samurai,7700,7200,9700,9200,
バリエナ,K,171,first,,風纏う銀狼の導き手,5,20,4,Sl,event,legend,小岩井 ことり,タイキ,forest,Guardian,7800,8300,9800,10300,
ダナディ,K,172,first,,聖騎士団長“聖戦の咆哮”,5,20,4,Pi,event,legend,柳田 淳一,天野英,holytown,Paladin,7250,7750,9250,9750,
パトリシア,A,170,first,,博愛の商人,5,20,4,Ar,event,legend,内田 真礼,ネム,guildtown,Merchant,7500,4300,9500,6300,
,,,,,,,,,,,,,,,,,,,,
# 賢者の塔の大演習祭,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
カーリン,M,224,third,,獣の刻印者,5,18,4,Pu,third,academy3,石飛 恵里花,煎茶,academy,Student,7100,5500,9100,7500,
クロテッド,M,225,third,M226,綿１００％の二ツ星の娘,5,18,4,Ma,third,academy3,早瀬 莉花,まるえ,academy,Magician,6500,3500,8500,5500,綿１００％の二ツ星の娘クロテッド＆バスチアン
バスチアン,M,226,buddy,M225,（クロテッドのバディ）,5,0,0,Ma,third,academy3,稲田 徹,まるえ,academy,Buddy,7600,6500,9500,8500,綿１００％の二ツ星の娘クロテッド＆バスチアン
チャーノ,M,227,first,,魔法学園生傭兵,5,24,4,Ma,third,academy3,小岩井 ことり,クロサワテツ,academy,Magician,7300,5500,9300,7500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス5/31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ツル,F,318,first,,大躍進の第九領主,5,20,4,Sl,event,legend,佐倉 綾音,Nardack,volcano,Princess,7300,7300,9300,9300,
アンジェリカ,F,319,first,,微笑み深める悪魔,5,20,4,Sl,event,legend,佐倉 綾音,天野英,guildtown,Assassin,7500,7400,9500,9400,
ウィヴェア,P,101,first,,薫り高い葡萄の樹人,5,20,4,He,event,legend,三上 枝織,富岡二郎（RED FS）,forest,Healer,7600,5300,9600,7300,
フェブリア,M,228,first,,魔法兵団隊長“尖鋭なる火焔”,5,20,4,Pi,event,legend,佐倉 綾音,天野英,academy,RuneFencer,7300,6350,9300,8350,
,,,,,,,,,,,,,,,,,,,,
バルドル,F,320,first,,北の大族長,5,20,4,Bl,random,ring,稲田 徹,平将,mountain,Patriarch,6800,7300,8800,9300,
ミズギタリ,A,171,demon,,落花転鳥ノ天魔,5,40,8,Ar,event,whirlpool,？？？,ilumine works,demon,unknown,9500,7500,19500,15500,
,,,,,,,,,,,,,,,,,,,,
# ツインエンジェルコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
水無月遥,F,321,collaboration,,レッドエンジェル,5,20,4,Pu,collaboration,twinangel,田村 ゆかり,Sammy,others,Angel,7600,7500,9600,9500,
神無月葵,A,172,collaboration,,ブルーエンジェル,5,20,4,Ar,collaboration,twinangel,能登 麻美子,Sammy,others,Angel,7300,4400,9300,6400,
葉月クルミ,A,173,collaboration,,ホワイトエンジェル,5,20,4,Pu,collaboration,twinangel,釘宮 理恵,Sammy,others,Angel,7450,4250,9450,6250,
天月めぐる,F,322,collaboration,,エンジェルローズ,5,20,4,Bl,collaboration,twinangel,Ｍ・Ａ・Ｏ,Sammy,others,Angel,6900,6700,8900,8700,
如月すみれ,F,323,collaboration,,エンジェルサファイア,5,20,4,Sl,collaboration,twinangel,茅野 愛衣,Sammy,others,Angel,7000,6500,9000,8500,
,,,,,,,,,,,,,,,,,,,,
# 4章・セレステ編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロスカァ,P,102,third,K174,土塊の傀儡師,5,18,4,He,third,forest3,野川 さくら,秋津たいら,forest,Healer,6500,4000,8500,6000,土塊の傀儡師ロスカァ＆ベルダッド
ベルダッド,K,174,buddy,P102,（ロスカァのバディ）,5,0,0,Bl,third,forest3,野川 さくら,秋津たいら,forest,Buddy,7000,7000,9000,9000,土塊の傀儡師ロスカァ＆ベルダッド
,,,,,,,,,,,,,,,,,,,,
# 大狩猟戦・聖王国編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リディア,F,324,third,,勇名戦士,5,18,4,Bl,third,guildtown3,せき しほ,竜徹,guildtown,Warrior,7300,6700,9300,8700,
エレクシィ,K,175,third,,威風の聖騎士,5,18,4,Pi,third,guildtown3,野川 さくら,萩谷薫,holytown,Paladin,7000,7500,9000,9500,
ロベルタ,K,176,first,,歴戦の女傑,5,24,4,Sl,event,hunting,大原 さやか,サブロー,guildtown,Warrior,7080,7570,9080,9570,
,,,,,,,,,,,,,,,,,,,,
# アニメBD特典,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アラム,F,325,third,F326,黒を斥ける閃,5,18,4,Sl,collaboration,haecceitas,山下 大輝,toi8,volunteers,Hero,7100,7050,9100,9050,黒を斥ける閃アラム＆ケマミレ
ケマミレ,F,326,buddy,F325,（アラムのバディ）,5,0,0,Sl,collaboration,haecceitas,三上 枝織,toi8,volunteers,Buddy,5200,5700,7000,7600,黒を斥ける閃アラム＆ケマミレ
,,,,,,,,,,,,,,,,,,,,
# ギルティギアコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ソル＝バッドガイ,F,327,collaboration,,背徳の炎,5,20,4,Sl,collaboration,guiltygear,中田 譲治,石渡太輔,others,PrototypeGear,7800,7400,9800,9400,
カイ＝キスク,K,177,collaboration,,第一連王,5,20,4,Sl,collaboration,guiltygear,草尾 毅,アークシステムワークス／TEAM RED,others,IllyriaHighKing,5100,5500,9300,9700,
エルフェルト＝ヴァレンタイン,A,174,collaboration,,恋に夢見る乙女,5,20,4,Gu,collaboration,guiltygear,洲崎 綾,アークシステムワークス／TEAM RED,others,Valentine,7500,4500,9500,6500,
ディズィー,M,229,collaboration,,運命の落とし子,5,20,4,Ma,collaboration,guiltygear,藤田 佳寿恵,アークシステムワークス／TEAM RED,others,HalfGear,7700,4300,9700,6300,
シン＝キスク,F,328,collaboration,,黒の迅雷,4,15,3,Pi,collaboration,guiltygear,宮崎 一成,アークシステムワークス／TEAM RED,others,QuarterGear,5800,5600,7600,7400,
梅喧,F,329,collaboration,,復讐の女剣士,4,15,3,Sl,collaboration,guiltygear,浅野 まゆみ,アークシステムワークス／TEAM RED,others,Samurai,6000,5400,7800,7200,
蔵土縁紗夢,F,330,collaboration,,鉄拳料理人,4,15,3,Pu,collaboration,guiltygear,松嵜 麗,アークシステムワークス／TEAM RED,others,Cook,5900,5500,7700,7300,
ジャック・オー,F,331,collaboration,,ユノの天秤,4,15,3,Pu,collaboration,guiltygear,五十嵐 裕美,アークシステムワークス／TEAM RED,others,Valentine,5700,5700,7500,7500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス6/30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ミーム,F,332,first,,復興委員長,5,20,4,Bl,event,legend,小岩井 ことり,ともひと,guildtown,Smith,7400,7500,9400,9500,
テレサ,K,178,first,,聖女の御剣,5,20,4,Sl,event,legend,佐倉 綾音,ワダアルコ,holytown,SwordMaster,8400,7700,10400,9700,
アリエッタ,P,103,first,,咲き芽吹く花の司祭,5,20,4,He,event,legend,内田 真礼,秋津たいら,holytown,Priest,7700,5200,9700,7200,
クラウス,M,230,first,,魔法兵団隊長“凍てつく舌鋒”,5,20,4,Ma,event,legend,石田 彰,文太,academy,Magician,7700,4350,9700,6350,
,,,,,,,,,,,,,,,,,,,,
# 魔神ザルブリス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ファガル,K,179,third,,消えぬ傷跡,5,18,4,Pi,event,festival,鈴木 達央,NPA,others,Guardian,7050,7350,9050,9350,
レインリット,A,175,third,,心の傷跡,5,18,4,Ar,event,festival,大原 さやか,NPA,others,Hunter,7350,3650,9350,5650,
ザルブリス,P,104,demon,,治療の魔神,5,24,4,He,event,demon,能登 麻美子,NPA,demon,Demon,6300,5200,10500,8500,
,,,,,,,,,,,,,,,,,,,,
# 4周年記念イベント,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シルヴァ,F,333,first,,戦士ギルド長,5,20,4,Sl,other,ring,小山 力也,HACCAN,guildtown,GreatWarrior,8000,6000,12000,10000,
イヌチヨ,F,334,first,,天下無双の傾奇者,5,20,4,Pi,other,quest,柳田 淳一,文太,oasis,Kabukimono,7520,7280,9520,9280,
シェダ,A,176,first,,伝承の弓職人,5,20,4,Gu,random,coin,小岩井 ことり,富岡二郎（RED FS）,mountain,Smith,7350,4050,9350,6050,
,,,,,,,,,,,,,,,,,,,,
ヒザルビン,F,335,demon,,一天四海ノ天魔,5,40,8,Pi,event,whirlpool,小山 力也,平将,demon,unknown,9000,11000,19000,21000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス7/31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヨシノ,F,336,first,,麗しき姫剣豪,5,20,4,Sl,event,legend,内田 真礼,クロサワテツ,volcano,MasterFencer,7600,7200,9600,9200,
アレス,K,180,first,,聖騎士団長“聖典の大正義”,5,20,4,Sl,event,legend,柿原 徹也,竜徹,holytown,Paladin,7200,7800,9200,9800,
リリス,P,105,first,,未来に祈る聖女,5,20,4,He,event,legend,佐倉 綾音,ワダアルコ,holytown,Priest,8700,5300,10700,7300,
カティア,M,231,first,,魔法兵団師団長兼教育実習生,5,20,4,Sl,event,legend,内田 真礼,ひと和,academy,RuneFencer,7440,6140,9440,8140,
,,,,,,,,,,,,,,,,,,,,
# 4章・アマツ編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
オボロ,F,337,third,F338,影鬼,5,18,4,Sl,third,volcano3,鈴木 達央,天野英,volcano,Shinobi,7250,6850,9250,8850,影鬼オボロ＆カゲロウ
カゲロウ,F,338,buddy,F337,（オボロのバディ）,5,0,0,Sl,third,volcano3,鈴木 達央,天野英,volcano,Buddy,6240,6850,8000,8500,影鬼オボロ＆カゲロウ
,,,,,,,,,,,,,,,,,,,,
# なのはコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
高町なのは,M,232,collaboration,,不屈の魔導師,5,20,4,Ma,collaboration,nanoha,田村ゆかり&Donna Burke,NANOHA Reflection PROJECT,others,MagicalGirl,8000,4000,10000,6000,
フェイト・Ｔ・ハラオウン,M,233,collaboration,,雷光の魔導,5,20,4,Sl,collaboration,nanoha,水樹奈々&Kevin J England,NANOHA Reflection PROJECT,others,MagicalGirl,7500,6200,9500,8200,
八神はやて,M,234,collaboration,,夜天の書の主,5,20,4,Ma,collaboration,nanoha,植田 佳奈,NANOHA Reflection PROJECT,others,MagicalGirl,7800,4200,9800,6200,
高町なのは,M,235,collaboration,,微笑の魔導師,5,16,4,Ma,collaboration,nanoha,田村ゆかり&Donna Burke,NANOHA Reflection PROJECT,others,MagicalGirl,6400,3600,8400,5600,
キリエ・フローリアン,F,339,collaboration,,フローリアン姉妹,4,15,3,Sl,collaboration,nanoha,佐藤 聡美,NANOHA Reflection PROJECT,others,Warrior,5500,5500,7300,7300,
アミティエ・フローリアン,A,177,collaboration,,フローリアン姉妹,4,15,3,Gu,collaboration,nanoha,戸松 遥,NANOHA Reflection PROJECT,others,Gunner,5800,4000,7600,5800,
イリス,M,236,collaboration,,キリエを導く,4,15,3,Ma,collaboration,nanoha,日笠 陽子,NANOHA Reflection PROJECT,others,MagicalGirl,5900,3500,7700,5300,
,,,,,,,,,,,,,,,,,,,,
# 私をバカンスに連れてって,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アルドラ,F,340,first,,渚の大魔導師,5,20,4,Ma,event,festival,内田 真礼,萩谷薫,guildtown,SeasideLady,7600,7200,9600,9200,
ミユキ,A,178,third,,渚に咲く六花,5,18,4,Gu,event,festival,立花 理香,かわすみ,volcano,SeasideGirl,7200,3900,9200,5900,
モルガン,K,181,first,,栄え有る女海賊,5,24,4,Sl,event,score,今井 麻美,武城にしき,dawnsea,Captain,7000,8200,9600,11600,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス8/31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロロ,F,341,first,,焔の英雄,5,20,4,Sl,event,legend,内田 真礼,村山竜太,mountain,Fighter,7450,7600,9450,9600,
ヴィドック,A,179,first,,虚像のギルド長,5,20,4,Ar,event,legend,八代 拓,伊藤明十,guildtown,Assassin,7600,4500,9600,6500,
クズノハ,P,106,first,,霊妙なる式神使い,5,20,4,He,event,legend,田村 ゆかり,hakus,volcano,Priest,7700,5300,9700,7300,
